Epoch,Loss,Accuracy
1,1.412211537361145,0.6025390625
2,1.1996513605117798,0.6513671875
3,1.1071398258209229,0.666015625
4,1.0620996952056885,0.6796875
5,1.0282951593399048,0.6826171875
6,0.9497013688087463,0.708984375
7,0.9598782062530518,0.7109375
8,0.9155818223953247,0.72265625
9,0.8896902799606323,0.7138671875
10,0.8510428667068481,0.72265625
11,0.812469482421875,0.744140625
12,0.8311828374862671,0.7421875
13,0.8235572576522827,0.744140625
14,0.7981502413749695,0.75
15,0.7833643555641174,0.767578125
16,0.7458985447883606,0.775390625
17,0.7445427179336548,0.7646484375
18,0.7342042326927185,0.7705078125
19,0.695114254951477,0.76953125
20,0.7181107997894287,0.7705078125
21,0.7180157899856567,0.7724609375
22,0.6870133876800537,0.78125
23,0.6699739694595337,0.7841796875
24,0.6733582019805908,0.7724609375
25,0.6726166009902954,0.7822265625
26,0.6495351791381836,0.78125
27,0.6296727657318115,0.78515625
28,0.632211446762085,0.79296875
29,0.618882954120636,0.8046875
30,0.6452785730361938,0.7900390625
31,0.6581161022186279,0.7919921875
32,0.6010614633560181,0.7958984375
33,0.6090114712715149,0.8046875
34,0.6092041730880737,0.802734375
35,0.5683436989784241,0.8046875
36,0.6014202833175659,0.7939453125
37,0.60825514793396,0.8056640625
38,0.5970501899719238,0.810546875
39,0.5843874216079712,0.8037109375
40,0.6042259931564331,0.80078125
41,0.5958402156829834,0.8046875
42,0.6216133832931519,0.8017578125
43,0.5830468535423279,0.8046875
44,0.5539723634719849,0.806640625
45,0.5362564921379089,0.828125
46,0.5728890299797058,0.8095703125
47,0.59647536277771,0.7998046875
48,0.5897658467292786,0.814453125
49,0.5419714450836182,0.8193359375
50,0.5687707662582397,0.8203125
51,0.5600703954696655,0.8232421875
52,0.5787728428840637,0.8076171875
53,0.5941271185874939,0.8154296875
54,0.5625392198562622,0.8056640625
55,0.5727452039718628,0.8046875
56,0.5644547939300537,0.8046875
57,0.5455119609832764,0.8291015625
58,0.5480168461799622,0.826171875
59,0.5405970215797424,0.81640625
60,0.5750753879547119,0.822265625
61,0.5126774907112122,0.826171875
62,0.5495689511299133,0.8173828125
63,0.5580783486366272,0.810546875
64,0.5430065989494324,0.81640625
65,0.5557966232299805,0.8134765625
66,0.5254701972007751,0.8369140625
67,0.5282419919967651,0.8251953125
68,0.5448560118675232,0.818359375
69,0.57901930809021,0.8115234375
70,0.5578548908233643,0.8212890625
