Epoch,Loss,Accuracy
1,3.3207345008850098,0.156005859375
2,2.3749380111694336,0.38330078125
3,1.8015353679656982,0.516357421875
4,1.5146284103393555,0.582763671875
5,1.3476587533950806,0.6171875
6,1.2395985126495361,0.641845703125
7,1.1711888313293457,0.653564453125
8,1.1203023195266724,0.6640625
9,1.0838990211486816,0.671875
10,1.0454497337341309,0.686279296875
11,1.0159720182418823,0.683349609375
12,0.9845190048217773,0.69482421875
13,0.9574061036109924,0.700439453125
14,0.9298385977745056,0.710693359375
15,0.91656494140625,0.706787109375
16,0.9043015241622925,0.717041015625
17,0.8779509663581848,0.72509765625
18,0.8633538484573364,0.72265625
19,0.8432642221450806,0.73583984375
20,0.8275956511497498,0.732177734375
21,0.8235387206077576,0.740234375
22,0.8050289154052734,0.7421875
23,0.7961111068725586,0.745849609375
24,0.7933598160743713,0.748779296875
25,0.7804691791534424,0.750244140625
26,0.7728269100189209,0.75
27,0.7637048959732056,0.763427734375
28,0.7578117847442627,0.7666015625
29,0.7444968223571777,0.76318359375
30,0.7435835003852844,0.766845703125
31,0.7332319617271423,0.76708984375
32,0.7170045375823975,0.777099609375
33,0.7144198417663574,0.7705078125
34,0.7078380584716797,0.775146484375
35,0.7102907299995422,0.766845703125
36,0.7072004079818726,0.77294921875
37,0.6929889917373657,0.78466796875
38,0.6821497678756714,0.779296875
39,0.6612241268157959,0.785400390625
40,0.6693805456161499,0.789794921875
41,0.6816761493682861,0.783203125
42,0.6651002764701843,0.787109375
43,0.667712926864624,0.78369140625
44,0.6513086557388306,0.79345703125
45,0.6372577548027039,0.798828125
46,0.6392738819122314,0.802001953125
47,0.63218092918396,0.7939453125
48,0.6429518461227417,0.792724609375
49,0.6314100027084351,0.7978515625
50,0.6199967861175537,0.7978515625
51,0.6093624830245972,0.80078125
52,0.6272865533828735,0.793212890625
53,0.6202155947685242,0.79931640625
54,0.6181504130363464,0.792236328125
55,0.6087185144424438,0.8017578125
56,0.6195393800735474,0.802001953125
57,0.5845455527305603,0.8076171875
58,0.5946286916732788,0.798095703125
59,0.5944215655326843,0.804443359375
60,0.5923990607261658,0.8046875
61,0.5901859998703003,0.802978515625
62,0.6019468307495117,0.801025390625
63,0.5896636247634888,0.807373046875
64,0.583971381187439,0.80908203125
65,0.5850083231925964,0.816650390625
66,0.5925617218017578,0.81103515625
67,0.5865291357040405,0.81201171875
68,0.580314576625824,0.81689453125
69,0.5854602456092834,0.812744140625
70,0.5607714056968689,0.81396484375
71,0.5640760660171509,0.819091796875
72,0.5688871741294861,0.81689453125
73,0.5820675492286682,0.814208984375
74,0.5586897730827332,0.816162109375
75,0.5580861568450928,0.820068359375
76,0.5637454986572266,0.818115234375
77,0.5631280541419983,0.81640625
78,0.5531601905822754,0.81982421875
79,0.8892587423324585,0.731689453125
80,0.5678458213806152,0.81103515625
